"dt_chain","step_rad"
"dt_chain.1",2.39457187662159
"dt_chain.1",2.38330037573486
"dt_chain.1",2.38728323243701
"dt_chain.1",2.39972457698787
"dt_chain.1",2.39890248315226
"dt_chain.1",2.39531562351311
"dt_chain.1",2.39531562351311
"dt_chain.1",2.40507699301368
"dt_chain.1",2.41334800749375
"dt_chain.1",2.41440332982889
"dt_chain.1",2.42038538075133
"dt_chain.1",2.43602048317905
"dt_chain.1",2.43941164222272
"dt_chain.1",2.44038685009246
"dt_chain.1",2.44688283257632
"dt_chain.1",2.43650742359548
"dt_chain.1",2.41194245948015
"dt_chain.1",2.41454269531522
"dt_chain.1",2.40678040329482
"dt_chain.1",2.4133717078979
"dt_chain.1",2.4133717078979
"dt_chain.1",2.40618345249406
"dt_chain.1",2.40016263890406
"dt_chain.1",2.42035337660273
"dt_chain.1",2.41682825402799
"dt_chain.1",2.41682825402799
"dt_chain.1",2.40603128770666
"dt_chain.1",2.42043793668914
"dt_chain.1",2.43121307079517
"dt_chain.1",2.43121307079517
"dt_chain.1",2.43042952595391
"dt_chain.1",2.41767415817836
"dt_chain.1",2.42083581686035
"dt_chain.1",2.42979485441533
"dt_chain.1",2.42895222630781
"dt_chain.1",2.42895222630781
"dt_chain.1",2.41207503680659
"dt_chain.1",2.41770281018238
"dt_chain.1",2.43161718943074
"dt_chain.1",2.43161718943074
"dt_chain.1",2.43161718943074
"dt_chain.1",2.42790182792315
"dt_chain.1",2.43804608287571
"dt_chain.1",2.45721461760269
"dt_chain.1",2.46673977337369
"dt_chain.1",2.46673977337369
"dt_chain.1",2.46050168181691
"dt_chain.1",2.46938075244329
"dt_chain.1",2.47158904531469
"dt_chain.1",2.47158904531469
"dt_chain.1",2.47665935217019
"dt_chain.1",2.45998555934068
"dt_chain.1",2.46117854084171
"dt_chain.1",2.45676884830867
"dt_chain.1",2.46121283700683
"dt_chain.1",2.43957463469506
"dt_chain.1",2.43181749143578
"dt_chain.1",2.42925068026419
"dt_chain.1",2.4327088375644
"dt_chain.1",2.4327088375644
"dt_chain.1",2.4327088375644
"dt_chain.1",2.43128115786136
"dt_chain.1",2.42992483128988
"dt_chain.1",2.40071623015993
"dt_chain.1",2.40747772028558
"dt_chain.1",2.40533982240786
"dt_chain.1",2.40527556877011
"dt_chain.1",2.39746059038266
"dt_chain.1",2.39680423753421
"dt_chain.1",2.40257973826173
"dt_chain.1",2.40257973826173
"dt_chain.1",2.40257973826173
"dt_chain.1",2.40257973826173
"dt_chain.1",2.40702062070675
"dt_chain.1",2.40448258386573
"dt_chain.1",2.40498444408253
"dt_chain.1",2.415535855239
"dt_chain.1",2.41076213244874
"dt_chain.1",2.40846088749024
"dt_chain.1",2.40846088749024
"dt_chain.1",2.41208127258527
"dt_chain.1",2.40937372169489
"dt_chain.1",2.40937372169489
"dt_chain.1",2.40937372169489
"dt_chain.1",2.40937372169489
"dt_chain.1",2.41505165799447
"dt_chain.1",2.41505165799447
"dt_chain.1",2.41505165799447
"dt_chain.1",2.39801464803101
"dt_chain.1",2.38069731928768
"dt_chain.1",2.36394329589093
"dt_chain.1",2.36007661715126
"dt_chain.1",2.34863806240361
"dt_chain.1",2.34388775374477
"dt_chain.1",2.3402423210373
"dt_chain.1",2.33449981342341
"dt_chain.1",2.32450075356922
"dt_chain.1",2.32121108292141
"dt_chain.1",2.31538292283937
"dt_chain.1",2.31112116228183
"dt_chain.1",2.32902506545556
"dt_chain.1",2.33418441351333
"dt_chain.1",2.32818144906663
"dt_chain.1",2.33281563525463
"dt_chain.1",2.32324179217704
"dt_chain.1",2.31127182659987
"dt_chain.1",2.31715470176776
"dt_chain.1",2.31715470176776
"dt_chain.1",2.32825232950641
"dt_chain.1",2.33524091737534
"dt_chain.1",2.34519117717106
"dt_chain.1",2.34856058098491
"dt_chain.1",2.31527208443507
"dt_chain.1",2.32321580220992
"dt_chain.1",2.32965778479083
"dt_chain.1",2.32965778479083
"dt_chain.1",2.32834387118065
"dt_chain.1",2.32834387118065
"dt_chain.1",2.34162774274826
"dt_chain.1",2.33631660402861
"dt_chain.1",2.32679910471326
"dt_chain.1",2.31380563173352
"dt_chain.1",2.32653316561887
"dt_chain.1",2.34200483745801
"dt_chain.1",2.31570147575579
"dt_chain.1",2.30269682861158
"dt_chain.1",2.3142495984699
"dt_chain.1",2.31456802287115
"dt_chain.1",2.30516663051757
"dt_chain.1",2.30066980493737
"dt_chain.1",2.29351411537215
"dt_chain.1",2.30181234429503
"dt_chain.1",2.31091446071439
"dt_chain.1",2.32806249763794
"dt_chain.1",2.33090409303629
"dt_chain.1",2.33177923228872
"dt_chain.1",2.33177923228872
"dt_chain.1",2.31716766920011
"dt_chain.1",2.31716766920011
"dt_chain.1",2.34504278247702
"dt_chain.1",2.35197940027944
"dt_chain.1",2.34915544867222
"dt_chain.1",2.34915544867222
"dt_chain.1",2.35936975291924
"dt_chain.1",2.35936975291924
"dt_chain.1",2.34901209063205
"dt_chain.1",2.34387326026169
"dt_chain.1",2.33619003719306
"dt_chain.1",2.32961329610977
"dt_chain.1",2.32402842479417
"dt_chain.1",2.33667748096497
"dt_chain.1",2.33793306924748
"dt_chain.1",2.339599323825
"dt_chain.1",2.34854002422352
"dt_chain.1",2.34960839847199
"dt_chain.1",2.34716412770854
"dt_chain.1",2.35137348642296
"dt_chain.1",2.35137348642296
"dt_chain.1",2.3420694212569
"dt_chain.1",2.34434759203593
"dt_chain.1",2.35227770935722
"dt_chain.1",2.35372670000451
"dt_chain.1",2.35619939934528
"dt_chain.1",2.35619939934528
"dt_chain.1",2.33953060307737
"dt_chain.1",2.3700029699296
"dt_chain.1",2.37199047139702
"dt_chain.1",2.37199047139702
"dt_chain.1",2.37199047139702
"dt_chain.1",2.37008141009798
"dt_chain.1",2.37244602998117
"dt_chain.1",2.37244602998117
"dt_chain.1",2.36824377614893
"dt_chain.1",2.36824377614893
"dt_chain.1",2.36824377614893
"dt_chain.1",2.37353521415418
"dt_chain.1",2.38536131839692
"dt_chain.1",2.38617838421685
"dt_chain.1",2.3758968322317
"dt_chain.1",2.38068748385929
"dt_chain.1",2.38900028504441
"dt_chain.1",2.38410174904774
