"mu_chain","step_rad"
"mu_chain.Reference",2.17350728958179
"mu_chain.Reference",2.1793451412066
"mu_chain.Reference",2.18340487555955
"mu_chain.Reference",2.18379994417856
"mu_chain.Reference",2.17094787596907
"mu_chain.Reference",2.16187252342537
"mu_chain.Reference",2.16566789600477
"mu_chain.Reference",2.15559539374025
"mu_chain.Reference",2.17639571165035
"mu_chain.Reference",2.1707443573317
"mu_chain.Reference",2.16710729942263
"mu_chain.Reference",2.1659964455778
"mu_chain.Reference",2.16917878646518
"mu_chain.Reference",2.15849255231529
"mu_chain.Reference",2.16974526808416
"mu_chain.Reference",2.14932772452145
"mu_chain.Reference",2.16026453954051
"mu_chain.Reference",2.17336059334356
"mu_chain.Reference",2.18314071314785
"mu_chain.Reference",2.1724561814295
"mu_chain.Reference",2.20222818697565
"mu_chain.Reference",2.15340978859962
"mu_chain.Reference",2.16619693013331
"mu_chain.Reference",2.17978847402464
"mu_chain.Reference",2.16727719929645
"mu_chain.Reference",2.17141013724272
"mu_chain.Reference",2.17855694358467
"mu_chain.Reference",2.16541607674326
"mu_chain.Reference",2.175809023579
"mu_chain.Reference",2.18543381744433
"mu_chain.Reference",2.18351957387478
"mu_chain.Reference",2.20046947867175
"mu_chain.Reference",2.17930348826815
"mu_chain.Reference",2.19667707599346
"mu_chain.Reference",2.20163514823763
"mu_chain.Reference",2.19486321219539
"mu_chain.Reference",2.19168531076472
"mu_chain.Reference",2.19290725467459
"mu_chain.Reference",2.19279299850242
"mu_chain.Reference",2.20450505937851
"mu_chain.Reference",2.18523788162997
"mu_chain.Reference",2.17172205017206
"mu_chain.Reference",2.19718760716601
"mu_chain.Reference",2.17911941139384
"mu_chain.Reference",2.17141998153749
"mu_chain.Reference",2.17504862811287
"mu_chain.Reference",2.19081414143497
"mu_chain.Reference",2.19359571975593
"mu_chain.Reference",2.150842966539
"mu_chain.Reference",2.17724761923229
"mu_chain.Reference",2.17518117692793
"mu_chain.Reference",2.150892660821
"mu_chain.Reference",2.17849014042041
"mu_chain.Reference",2.15427826707665
"mu_chain.Reference",2.17743153355098
"mu_chain.Reference",2.19614074015907
"mu_chain.Reference",2.18355147541862
"mu_chain.Reference",2.18117949132508
"mu_chain.Reference",2.17175006519567
"mu_chain.Reference",2.16383066097343
"mu_chain.Reference",2.16680038473093
"mu_chain.Reference",2.1583360329916
"mu_chain.Reference",2.1804921731609
"mu_chain.Reference",2.17722456073431
"mu_chain.Reference",2.17618759931059
"mu_chain.Reference",2.16090906645543
"mu_chain.Reference",2.17382295156662
"mu_chain.Reference",2.16870456562962
"mu_chain.Reference",2.18540714826575
"mu_chain.Reference",2.17501409038587
"mu_chain.Reference",2.17119534338278
"mu_chain.Reference",2.16783149427567
"mu_chain.Reference",2.16681122624129
"mu_chain.Reference",2.19234904188438
"mu_chain.Reference",2.18142130212199
"mu_chain.Reference",2.17919901311914
"mu_chain.Reference",2.17631503768824
"mu_chain.Reference",2.16029246811109
"mu_chain.Reference",2.17806954676886
"mu_chain.Reference",2.17657258906404
"mu_chain.Reference",2.17058034745402
"mu_chain.Reference",2.15994657784581
"mu_chain.Reference",2.16882602148655
"mu_chain.Reference",2.19927639776401
"mu_chain.Reference",2.20120092063704
"mu_chain.Reference",2.1574183012766
"mu_chain.Reference",2.1540278996629
"mu_chain.Reference",2.18697451246428
"mu_chain.Reference",2.19529458019394
"mu_chain.Reference",2.16686576630373
"mu_chain.Reference",2.18796485003073
"mu_chain.Reference",2.16949208502599
"mu_chain.Reference",2.17123271189465
"mu_chain.Reference",2.16997487032985
"mu_chain.Reference",2.18452167496158
