mcmc_iteration,shifted_epoch_trial,v,v_est_z,a,a_est_z,r_z,theta_radians_z,theta_deg_z
0,-1.0,0.3573313534779187,0.767298187055581,0.9835358137338006,0.43821154550353414,,,
0,0.0,-0.4755070842432661,-1.9076714063087246,0.9711268506651018,-0.30062015127864866,2.7751278531976933,-1.8402795952403967,-105.44025393131815
0,1.0,-0.0721724405802813,-0.6122125767414647,0.9762143606642908,0.002291028671478133,1.3304017295698891,1.3410977840275757,76.83924293912727
0,2.0,0.3470117269737216,0.7341528783578511,0.9476417071013434,-1.6989294517675508,2.169527843045576,2.4721105844223965,141.64150297702272
0,3.0,0.3714509505719073,0.8126485109435122,0.9915112555306916,0.9130706584497411,2.6131793164859864,0.030042883534448454,1.72133043092697
1,-1.0,0.4614154009625403,1.1016027166801592,0.9780723290292436,0.11291476991770188,,,
1,0.0,-0.4001059371522371,-1.6654926515370638,0.9830783229836316,0.41097247118779834,2.7831017175259016,-1.4634950305923387,-83.8520885913103
1,1.0,-0.13013053549840709,-0.7983664987668687,1.0083614990551726,1.9163369221546207,1.7372477932214168,0.5226035524696732,29.94297791505594
1,2.0,0.25803728197471554,0.44837844218985534,0.9955816756944476,1.155424142746117,1.4606030280909184,2.118769179959862,121.3965317740945
1,3.0,0.38273832087612253,0.848902087850258,1.0043860080135951,1.6796355333657307,0.6597096124723734,0.6524325543593726,37.38163178173171
2,-1.0,0.25965630520258376,0.45357853588071345,0.9720828497540404,-0.24369980869302713,,,
2,0.0,-0.3758828750057063,-1.5876913016408718,0.9675358520204448,-0.5144287996794945,2.059144661294089,-1.702654519673404,-97.55491794616044
2,1.0,0.020626203231878196,-0.3141553074562132,1.0048427894076744,1.7068323725035135,2.560448227075044,0.5205852117655574,29.827335511090645
2,2.0,0.2631818493603377,0.46490212878290876,0.9714860518989344,-0.27923325088983,2.1333980288226257,2.767774991361168,158.58182564685282
2,3.0,0.3631516161684091,0.7859921197768593,0.9608928442178784,-0.9099545740198087,0.7077486628509632,2.670704461776697,153.02009398656284
3,-1.0,0.2992855264854165,0.5808624809281344,0.9942214611433008,1.074436745229673,,,
3,0.0,-0.36316337028226187,-1.5468378937806813,0.985501124359284,0.5552264625510911,2.190134288616844,-1.810142803890734,-103.71354297891611
3,1.0,0.01934640811641719,-0.3182658442236581,0.980127620030496,0.23528713329969234,1.269547342699192,1.8255536316970868,104.59651837102298
3,2.0,0.2832902251835704,0.529487637163463,0.9853915304330942,0.5487012222070299,0.9038331462884067,1.2166806961303784,69.71066890330968
3,3.0,0.4965367585835032,1.2144079853356404,0.995715427957324,1.163387774419642,0.9203018204976696,0.8393879822910999,48.09338875928191
4,-1.0,0.19703320032893168,0.25244120384613755,0.9722162428301604,-0.23575756305790524,,,
4,0.0,-0.372682684067776,-1.5774127012975128,0.9705435399009948,-0.3353505698648393,1.8325621629768287,-1.6251694329963506,-93.11534950435993
4,1.0,-0.117091295876511,-0.7564861436711064,0.9698530608028236,-0.3764618086420183,0.8219553193271126,1.6208335953066375,92.8669243040856
4,2.0,0.3288020117225221,0.675665622733504,0.9448854402459154,-1.863038032501199,2.064211120830248,2.3748389651866195,136.06824972840914
4,3.0,0.4027992318434519,0.913335145238466,0.9643442092730896,-0.7044597324412474,1.1827047303945073,0.20233192821566703,11.592765547501658
5,-1.0,0.34835471031296183,0.738466367546333,0.9924865565710288,0.9711402423880947,,,
5,0.0,-0.2659841076616716,-1.2347106421531941,0.9615766416085926,-0.8692411652007431,2.698227424996907,-2.3213865884958484,-133.0056541390845
5,1.0,-0.023221946345169383,-0.45498990577858195,0.9829129577281568,0.4011265967489034,1.4905699169557667,0.5504870908246563,31.540586980687632
5,2.0,0.3847827729951469,0.855468604242613,0.9911299369683768,0.8903668886947758,1.3988057655551227,1.2134860041168818,69.52762653409216
5,3.0,0.4475619490142399,1.0571072166570885,0.9840708407259516,0.470067140386585,0.46616521582413634,2.694276255235203,154.37065826728931
6,-1.0,0.4149417024791732,0.9523351940687618,0.9758299016348716,-0.020599725010070194,,,
6,0.0,-0.4142303162403992,-1.7108583345732171,0.9629669233783804,-0.7864635605539273,2.7711274213926833,-1.8508140197003145,-106.04383199247081
6,1.0,-0.16634564197356216,-0.9146847476058133,0.969649640292778,-0.38857349918096573,0.89006116729353,1.107346414937614,63.4462760348677
6,2.0,0.3101226122759487,0.6156698020811703,0.9299775618915026,-2.750655555338114,2.814501143678437,2.5667065787581955,147.06145421130745
6,3.0,0.3334503884481708,0.6905956089546434,0.9804544400077472,0.2547460483595548,3.006335423076434,0.02492521792793629,1.4281097907145643
7,-1.0,0.3479932652245057,0.737305452562706,0.9884008886833122,0.7278789061057345,,,
7,0.0,-0.4494285029519256,-1.823910368353643,0.9793384009218032,0.18829689809790787,2.617436766127878,-1.7784341247803148,-101.89676949195446
7,1.0,-0.21840662099962235,-1.0818978943435356,0.9781777031789186,0.11918876407582574,0.7452237555087832,1.6636645032540762,95.32095456218718
7,2.0,0.4682978268254956,1.123708180450976,0.9400081033486244,-2.153435471485737,3.166941596119548,2.371158695614203,135.85738581443925
7,3.0,0.4830470669234045,1.1710808364190286,0.9788008103994706,0.15628867020730267,2.310209899392935,0.020507217348501618,1.1749770036266054
8,-1.0,0.25991596553240176,0.45441253135379295,0.976082673468256,-0.005549648583524458,,,
8,0.0,-0.3462200926197729,-1.4924182722714976,0.9645130746295862,-0.6944054614133287,2.06510835280227,-1.9108830475862961,-109.48553376979122
